name,link,img,shortDescription,version,last_update,count_download,rate,count_viewer,volume,type,category,app_constuctor,price,priceString,homepageUrl,phoneNumber,email,size,pagckage_name
Word Search Solitaire,https://cafebazaar.ir/app/in.playsimple.wordsolitaire,https://s.cafebazaar.ir/images/icons/in.playsimple.wordsolitaire-cec1a083-9345-4e40-905d-74f8c20e4b32_128x128.png,Relax and enjoy a blend of word puzzles and classic solitaire!,۱.۴.۱,۲۷ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۸۷ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,PlaySimple Games,0,۰ تومان,,,,90830697,in.playsimple.wordsolitaire
Crossword Solver,https://cafebazaar.ir/app/com.puzzlerocket.crosswordsolver,https://s.cafebazaar.ir/images/icons/com.puzzlerocket.crosswordsolver-c838dd0e-e9cb-499b-93e0-bf9bec4b79fa_128x128.png,"Crossword Solver App: Your Ultimate Puzzle CompanionAre you struggling with crossword puzzles? Our Crossword Solver App is here to help! With three powerful modes and an easy-to-use interface, solving crosswords has never been easier.Key Features:1. ...",۱.۰.۳,۳ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۳۳ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Puzzle Rocket,0,۰ تومان,,,,35035278,com.puzzlerocket.crosswordsolver
Quizly - quiz app,https://cafebazaar.ir/app/com.upscale.quizly,https://s.cafebazaar.ir/images/icons/com.upscale.quizly-b78a3ccf-20db-424e-8645-3b6891b65633_128x128.png,"Welcome to the world of Quizly – an enthralling trivia app where knowledge meets fun! Quizly offers a unique trivia-playing experience that blends learning, enjoyment, and friendly competition.App Features:Variety of Topics: From history and ...",۱.۰,۳ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۲۵ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Zhanbolat,0,۰ تومان,,,,25795016,com.upscale.quizly
Word Blast! Puzzle Game,https://cafebazaar.ir/app/word.blast.puzzle.games,https://s.cafebazaar.ir/images/icons/word.blast.puzzle.games-b234c869-f93b-41ce-9e0e-8c6ec90fbd2f_128x128.png,"Find words, boost vocabulary, train your brain and relax!",۱.۰.۳,۱۲ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۶۱ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Bobodoo,0,۰ تومان,,,,64318556,word.blast.puzzle.games
وقت کلمه بازی,https://cafebazaar.ir/app/com.vaghte.kalameh.bazi.goodlife,https://s.cafebazaar.ir/images/icons/com.vaghte.kalameh.bazi.goodlife-98b413ba-b17c-42ee-907d-f24f12e053d4_128x128.png,آماده‌ای تا مهارت‌های کلمه‌سازی خودت رو به چالش بکشی؟,۱.۵.۰.۲,۳ دی ۱۴۰۳,۲۰۰+,3,۳,۴۴ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Best Dreams Lab,0,۰ تومان,,,mahdijabali66@gmail.com,45867508,com.vaghte.kalameh.bazi.goodlife
Dune 2 Tanks,https://cafebazaar.ir/app/com.dunetanks.dunetanks,https://s.cafebazaar.ir/images/icons/com.dunetanks.dunetanks-528049e2-8a20-4ba3-8043-5975eee14226_128x128.png,A new free game made for DUNE 2 fans and old school PC players !Can you guess all the tanks and units from DUNE 2?Remember the heavy siege tank ? the Ordos Devastator ? The mighty sand worm ? All the original tanks and units and buildings are here....,۱۰.۴.۷,۳ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۳۱ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Back In Time Vibes,0,۰ تومان,,,,32515521,com.dunetanks.dunetanks
Fall A Sleep,https://cafebazaar.ir/app/com.MacacaGames.G2_ProjectI,https://s.cafebazaar.ir/images/icons/com.MacacaGames.G2_ProjectI-e3cd3516-c748-4ce6-a6a6-d7355e233ad0_128x128.png,Erase the blocks to fall back on your bed.Its not that easy when you've fallen asleep!,۰.۰.۵,۲ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۴۹ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Macaca Labs.,0,۰ تومان,,,,51169747,com.MacacaGames.G2_ProjectI
Brave Rabbit Frontier : Epic N,https://cafebazaar.ir/app/com.rg.big.bang.ninja.rabbit.summoner,https://s.cafebazaar.ir/images/icons/com.rg.big.bang.ninja.rabbit.summoner-4207298b-bfb0-4ece-a397-0145bfe1b2b6_128x128.png,"Take up your weapons, defeat enemies with unique combo skills and be the legend! Join the fight for a truly endless adventure! Here you can show off your fighting skills with abandon and earn amazing rewards!Classic 2D action adventure game. ...",۱,۲ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۴۵ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Rayyan Games,0,۰ تومان,,,,47295063,com.rg.big.bang.ninja.rabbit.summoner
داتا کوییز (سوالات قانونی),https://cafebazaar.ir/app/ir.morvaridstudio.daataaQuiz,https://s.cafebazaar.ir/images/icons/ir.morvaridstudio.daataaQuiz-ef372ed4-dec9-4d70-9b98-e15e3e209f6d_128x128.png,با قانون بازی کن,۱.۱,۲۶ دی ۱۴۰۳,۱۰۰+,5,۲,۵۳ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,استودیو مروارید,0,۰ تومان,http://morvaridstudio.ir,09905567550,irmanoli81uf@gmail.com,56095461,ir.morvaridstudio.daataaQuiz
Quigam: Quiz Games & Earn Cash,https://cafebazaar.ir/app/com.quigam.app,https://s.cafebazaar.ir/images/icons/com.quigam.app-79395d72-23df-47ad-a7dd-e556f179b23c_128x128.png,Earn Money online with Quigam complete quiz & games and earn real reward any UPI,۱.۱۰,۲۲ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۱۲ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Quizys.in,0,۰ تومان,,,,12711360,com.quigam.app
Funny 2048,https://cafebazaar.ir/app/com.funnygames.mergecard,https://s.cafebazaar.ir/images/icons/com.funnygames.mergecard-9e61d0b9-7b11-4e7b-b99d-742fbd423349_128x128.png,"Funny 2048 is a super casual game.Game introduction: In Funny 2048, players will experience a novel gameplay that combines classic 2048 and digital relay elements. The goal of the game is to get the number 2048 by merging and moving digital cards ...",۱.۰.۰,۲۷ آذر ۱۴۰۳,کمتر از ۱۰۰,0,۰,۴۵ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,RAMOTIERREZ-CALVILLO 5,0,۰ تومان,,,,47064271,com.funnygames.mergecard
Star Words Connect,https://cafebazaar.ir/app/com.isotope.word.connect.free,https://s.cafebazaar.ir/images/icons/com.isotope.word.connect.free-a52943e3-6a90-4265-9875-0de276561f5b_128x128.png,Explore stunning locations & challenge your mind with thousands of word puzzles!,۱.۶.۷,۲۶ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۱۲۴ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Isotope Yazılım Limited Şirketi,0,۰ تومان,,,,130336214,com.isotope.word.connect.free
4PICS AND 1WORD GAMES,https://cafebazaar.ir/app/com.tourisminturkey.picandwordgames,https://s.cafebazaar.ir/images/icons/com.tourisminturkey.picandwordgames-3eec2ddb-e170-4508-a468-18b14c110b65_128x128.png,"4 Pics 1 Word a simple and addictive brain training , picture, and vocabulary game.If you like to play pictures game try this four pictures one word in common game that sharpens you brain, logic, and vocabulary.How To Play 4 Pics 1 Word :Each level ...",۱۰.۶.۷,۲۶ آذر ۱۴۰۳,کمتر از ۱۰۰,0,۰,۴۷ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,tourisminturkey,0,۰ تومان,,,,48808833,com.tourisminturkey.picandwordgames
My guess the pic,https://cafebazaar.ir/app/com.seawaveszen.myguessthepic,https://s.cafebazaar.ir/images/icons/com.seawaveszen.myguessthepic-3df6f2e4-3224-4067-a96b-839bc7708af5_128x128.png,This Game Of My Guess The Picture Game is so fun To Play And To Play is Guessing the foto picture of the game is so funny to find and guess the correct foto Image to guess and I hope this is helpful and also you can earn coins and every time you get ...,۱۰.۹.۷,۲۶ آذر ۱۴۰۳,کمتر از ۱۰۰,0,۰,۳۰ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,tourisminturkey,0,۰ تومان,,,,31211461,com.seawaveszen.myguessthepic
حدس کلمه,https://cafebazaar.ir/app/com.example.guessingfromthepicture,https://s.cafebazaar.ir/images/icons/com.example.guessingfromthepicture-353e1c87-fd38-4c22-997f-51134d7d9b27_128x128.png,بازی حدس کلمه از تصویر بازی فکری است که در ان باید از روی عکس نام را پیدا کرد,۱.۱,۱ دی ۱۴۰۳,کمتر از ۱۰۰,3,۱,۱۵ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,میرکت ها,0,۰ تومان,,09918601794,reza.hd.he@gmail.com,16250259,com.example.guessingfromthepicture
آقا کلوچه- بازی کلمات - جدول,https://cafebazaar.ir/app/com.ashiyaneh.wordgame,https://s.cafebazaar.ir/images/icons/com.ashiyaneh.wordgame-fe547f5f-db69-4ca3-8151-3702fc8185ea_128x128.png,حدس کلمات، بازی جذاب و فکری برای تقویت هوش و گسترش دایره لغات!,۱.۲.۱,۱ دی ۱۴۰۳,کمتر از ۱۰۰,4.3,۳,۶ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,بازی کلوچه,0,۰ تومان,https://ashiyaneh.com,,info@ashiyaneh.com,6580075,com.ashiyaneh.wordgame
Cute Kawaii Puzzle Games,https://cafebazaar.ir/app/com.cute.kawaii.world.games,https://s.cafebazaar.ir/images/icons/com.cute.kawaii.world.games-282f0321-ec9e-42b9-ab4e-50c2794b21db_128x128.png,⭐ Dive into a fun and colorful triple tile match adventure in this cute and cozy game for boys and girls! Match cute tiles to complete exciting challenges and enjoy a kawaii world full of delightful puzzles and charming visuals that will keep you ...,۱.۷,۱۹ آذر ۱۴۰۳,۲،۰۰۰+,5,۸,۷۰ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,MHN Studio,0,۰ تومان,,,,73553209,com.cute.kawaii.world.games
Letter Boxes,https://cafebazaar.ir/app/com.letter.boxes,https://s.cafebazaar.ir/images/icons/com.letter.boxes-8d42eead-c86d-4b58-bb5e-85220531d05d_128x128.png,"Letter Boxes isn’t just a game – it’s a sophisticated challenge that will spark your love for words and logic! ✨ Immerse yourself in elegantly crafted puzzles as you place words perfectly to complete each board. With each level, the ...",۱.۰,۱۹ آذر ۱۴۰۳,کمتر از ۱۰۰,0,۰,۷۳ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,MCZ Apps developer,0,۰ تومان,,,,76465334,com.letter.boxes
Word Solitaire Journey,https://cafebazaar.ir/app/com.evrika.word.solitaire.card.puzzle,https://s.cafebazaar.ir/images/icons/com.evrika.word.solitaire.card.puzzle-95cd6129-2808-4361-9949-73f0608513e2_128x128.png,Сollect letters and find words! Unique solitaire-like word puzzle,۰.۵.۰,۱۸ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۱۲۶ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Evrika Games LLC,0,۰ تومان,,,,131627515,com.evrika.word.solitaire.card.puzzle
Monkey Words,https://cafebazaar.ir/app/com.funcraft.banana,https://s.cafebazaar.ir/images/icons/com.funcraft.banana-a34c8348-0016-4bf2-a633-200b7c0936e3_128x128.png,Monkey around with words,۱.۰.۲۰۵۶۱,۶ دی ۱۴۰۳,۲۰۰+,5,۱,۱۰۱ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,FunCraft Games,0,۰ تومان,,,,106238230,com.funcraft.banana
Colorwood Words Puzzle Game,https://cafebazaar.ir/app/games.burny.wooden.word.puzzle,https://s.cafebazaar.ir/images/icons/games.burny.wooden.word.puzzle-a6df8db8-3278-4ca3-b3e8-05dadf605981_128x128.png,"Using letters and numbers, decode hidden words in this challenging word game!",۱.۲.۱۷۰۵۹,۱۱ دی ۱۴۰۳,کمتر از ۱۰۰,1,۱,۹۵ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Burny Games,0,۰ تومان,,,,99857938,games.burny.wooden.word.puzzle
Genius Word Guesser,https://cafebazaar.ir/app/com.word.guess.pics.puzzle,https://s.cafebazaar.ir/images/icons/com.word.guess.pics.puzzle-a74b9fc1-a0bc-4e5b-837c-46909a8de24f_128x128.png,"This is ""Genius Word Guesser"", where you will experience a brand new way to play the word game, carefully observe the 4 pictures and correctly guess the English words described. Can you guess them all? Come to ""Genius Word Guesser"" and give it a try!...",۱.۱.۰,۱۳ آذر ۱۴۰۳,کمتر از ۱۰۰,0,۰,۹۲ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Hot Tower,0,۰ تومان,,,,96586798,com.word.guess.pics.puzzle
Connections Game: Word Match,https://cafebazaar.ir/app/com.roghangames.conexo,https://s.cafebazaar.ir/images/icons/com.roghangames.conexo-31d28eaa-b592-454b-9b48-2d4386c78f0b_128x128.png,Find the connections and form groups of 4 words. Connect 4 Words matching game,۲.۲۳,۴ دی ۱۴۰۳,۱۰۰+,0,۰,۳۱ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Roghan Games,0,۰ تومان,,,,32515051,com.roghangames.conexo
Crossword Daily - Arrow Word,https://cafebazaar.ir/app/com.iscoolentertainment.crossword.arrow.word,https://s.cafebazaar.ir/images/icons/com.iscoolentertainment.crossword.arrow.word-ca466aec-63a2-48b5-bd48-234799974e9d_128x128.png,Sharpen your brain and expand your vocabulary with this fresh arrowords game!,۱.۶.۰,۳۰ آذر ۱۴۰۳,۱۰۰+,0,۰,۵۲ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,IsCool Entertainment,0,۰ تومان,,,,54190016,com.iscoolentertainment.crossword.arrow.word
کلمه‌باز - چالش فوتبال و کلمات,https://cafebazaar.ir/app/com.PoxerGameLancer.Word_Voyager,https://s.cafebazaar.ir/images/icons/com.PoxerGameLancer.Word_Voyager-033ad571-cfd7-4bd6-b546-c96b79c911e0_128x128.png,کلمه‌باز یک بازی کلمه‌ای هیجان‌انگیز و سرگرم‌کننده با تم جذاب فوتبالی است که شما را به دنیای فوتبال و کلمات می‌برد.,۲۱۰۰۰.۲۰,۷ آذر ۱۴۰۳,۱۰۰+,5,۱۰۷,۵۵ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,حامد ۰۱,0,۰ تومان,,,kalamebaz0@gmail.com,58065277,com.PoxerGameLancer.Word_Voyager
Cryptoscapes - Brain Word Game,https://cafebazaar.ir/app/com.insbraingames.cryptoscapes.gp,https://s.cafebazaar.ir/images/icons/com.insbraingames.cryptoscapes.gp-fe952646-2509-4a6a-9c7e-cee770e4f66c_128x128.png,Decode words with numbers and naturescapes!,۱.۱۶.۰,۲۴ دی ۱۴۰۳,کمتر از ۱۰۰,0,۰,۹۳ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Rankhamb Venkatesh,0,۰ تومان,,,,97842753,com.insbraingames.cryptoscapes.gp
چلنجی,https://cafebazaar.ir/app/com.ertebat.chalengi,https://s.cafebazaar.ir/images/icons/com.ertebat.chalengi-df84e5c9-7f1f-4c19-b33d-bc5d2d146763_128x128.png,مسابقه اطلاعات عمومی آنلاین,۱.۰.۷,۱۳ دی ۱۴۰۳,کمتر از ۱۰۰,5,۲,۴۷ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,ارتباط بنیان,0,۰ تومان,https://chalengi.com,,support@chalengi.com,49097706,com.ertebat.chalengi
جدولستان 2,https://cafebazaar.ir/app/com.sinsin.jadvalestan2,https://s.cafebazaar.ir/images/icons/com.sinsin.jadvalestan2-5a9858fb-e8a2-4f60-ad08-810ca39bb288_128x128.png,جدولستان 2: با جدول‌های جدید و چالش‌های هیجان‌انگیز، هر روز سرگرم شوید! معماها و چالش‌ها بدون نیاز به اینترنت!,۶.۱.۱,۱۲ دی ۱۴۰۳,۲،۰۰۰+,4.3,۳۵,۵۸ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,سرگرمی سازان,0,۰ تومان,,,poshtiban.sinsin@gmail.com,60496952,com.sinsin.jadvalestan2
Pocket Museum: Trivia Edition,https://cafebazaar.ir/app/com.ocarina.pocketmuseum,https://s.cafebazaar.ir/images/icons/com.ocarina.pocketmuseum-329664ae-1f1b-48db-8415-ae93a58cfd35_128x128.png,"Uncover ancient secrets, build your dream museum, and test your knowledge!",۱.۲.۲,۱۱ آذر ۱۴۰۳,کمتر از ۱۰۰,0,۰,۷۵ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Ocarina Studios,0,۰ تومان,,,,79119442,com.ocarina.pocketmuseum
Xmas Puzzles : Christmas Magic,https://cafebazaar.ir/app/m84.christmas.holiday.puzzle.game,https://s.cafebazaar.ir/images/icons/m84.christmas.holiday.puzzle.game-4fce5a1d-f392-40a4-bfae-ef42368ac4d9_128x128.png,Christmas is coming! Unwind with our festive and fun holiday game 2024!,۲.۰,۶ دی ۱۴۰۳,۲۰۰+,0,۰,۱۵۳ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,MHN Studio,0,۰ تومان,,,,160818093,m84.christmas.holiday.puzzle.game
Word Aha!,https://cafebazaar.ir/app/com.wy.game.gold.wordlevel,https://s.cafebazaar.ir/images/icons/com.wy.game.gold.wordlevel-23cdc375-8525-41e6-8a7c-e417c2ffc309_128x128.png,"Welcome to Word Aha! Sharpen your mind, connect letters, find words, and enjoy!",۱.۸,۲۱ آذر ۱۴۰۳,کمتر از ۱۰۰,4,۱,۱۱۴ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,NINE LAKES LIMITED,0,۰ تومان,,,,119524692,com.wy.game.gold.wordlevel
Word Explorer - Relax Puzzle,https://cafebazaar.ir/app/connect.wordgame.adventure.puzzle,https://s.cafebazaar.ir/images/icons/connect.wordgame.adventure.puzzle-68838635-431f-4608-b04c-c374cc56aec6_128x128.png,Word Explorer is a fun relaxing word puzzle game with beautiful landscapes!,۱.۰.۷,۲۶ دی ۱۴۰۳,۲۰۰+,0,۰,۵۷ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Words Mobile,0,۰ تومان,,,,59644706,connect.wordgame.adventure.puzzle
Sort Frenzy: Rescue Bus Jam 3D,https://cafebazaar.ir/app/com.pl.bus.mania.puzzle,https://s.cafebazaar.ir/images/icons/com.pl.bus.mania.puzzle-752cfdcf-49d3-4168-8245-b40c22b87627_128x128.png,"Sort Frenzy: Rescue Bus Jam 3D - The Ultimate Traffic Puzzle AdventureTake control of the chaos in Sort Frenzy: Rescue Bus Jam 3D, where your skills in traffic management, strategy, and puzzle-solving are put to the test! Shuffle vehicles, sort ...",۰.۰.۱,۲۷ آبان ۱۴۰۳,۲،۰۰۰+,5,۴,۷۱ مگابایت,بازی‌های انتخاب بازار,کلمات و دانستنی‌ها,Think Different FC.,0,۰ تومان,,,,74502734,com.pl.bus.mania.puzzle
بازی های کودک: وسایل خانه ۲ تا ۶ سال,https://cafebazaar.ir/app/com.irsaGame.BabyGame2,https://s.cafebazaar.ir/images/icons/com.irsaGame.BabyGame2-ac49ca9d-be27-4cc0-bbc6-6c3f40673c51_128x128.png,15 بازی کودکانه با موضوع وسایل خانه برای رشد همه جانبه کودک شما,۱.۱.۷,۲۰ دی ۱۴۰۳,۱،۰۰۰+,3.7,۱۲,۸۹ مگابایت,بازی‌های انتخاب بازار,کودک,ایرسا گیم,0,۰ تومان,https://www.irsayou.com,,mvsystem2005@gmail.com,93517428,com.irsaGame.BabyGame2
بازی‌های کودک برای کودکان ۱ تا ۶ سال,https://cafebazaar.ir/app/air.Ketab.Panjom,https://s.cafebazaar.ir/images/icons/air.Ketab.Panjom-e40e88f5-7c18-4db1-8fc2-24caaeb56d28_128x128.png,آموزش اشکال، اندازه و رنگ ها و ...,۳.۲.۱,۲ آذر ۱۴۰۳,۲۰،۰۰۰+,4.1,۸۵,۸۸ مگابایت,بازی‌های انتخاب بازار,کودک,ایرسا گیم,0,۰ تومان,https://www.irsayou.com,,mvsystem2005@gmail.com,92513746,air.Ketab.Panjom
شادبین,https://cafebazaar.ir/app/ir.shaadbin.browser,https://s.cafebazaar.ir/images/icons/ir.shaadbin.browser-1d2dda8a-3468-482d-a79d-d880b6363546_128x128.png,شادبین - سرگرمی و جستجو در دنیای اینترنت برای بچه‌ها,۱.۱.۰,۲۲ دی ۱۴۰۳,۲،۰۰۰+,4.8,۱۳۴,۱۶ مگابایت,برنامه‌های انتخاب بازار,کودک,همراه اول,0,۰ تومان,https://shaadbin.ir,021-87164,shaadbin.mci@gmail.com,16549854,ir.shaadbin.browser
شادوپیا-بازی آموزشی کودک,https://cafebazaar.ir/app/ir.Shadopia.Games,https://s.cafebazaar.ir/images/icons/ir.Shadopia.Games-f6a65f17-7b39-4cd3-b64e-10688a2049c1_128x128.png,🚀 پیش به سوی شادوپیا، دنیایی از آموزش و سرگرمی برای کودک و خانواده 👨‍👩‍👧,۱.۱.۲,۴ دی ۱۴۰۳,۵،۰۰۰+,4.8,۶۴,۱۰۰ مگابایت,بازی‌های انتخاب بازار,کودک,شادوپیا,0,۰ تومان,https://shadopia.ir/,051-38717480,shadopia.official@gmail.com,105236647,ir.Shadopia.Games
پیشی : استعدادیابی ، سرگرمی ، آموزش,https://cafebazaar.ir/app/com.UBTopStudio.Pishitopia,https://s.cafebazaar.ir/images/icons/com.UBTopStudio.Pishitopia-f0a2664f-5a5c-408a-afaf-0275c7923951_128x128.png,پیشی :بازی‌های استعداد کودکان,۰.۵۶۲,۲۵ دی ۱۴۰۳,۱۰،۰۰۰+,4.5,۹۱,۵۴ مگابایت,بازی‌های انتخاب بازار,کودک,UBTop,0,۰ تومان,http://www.UBTopStudio.com,,info@UBTopStudio.com,56114131,com.UBTopStudio.Pishitopia
جعبه بازی و آموزش,https://cafebazaar.ir/app/com.bazitoon.gameeducationbox,https://s.cafebazaar.ir/images/icons/com.bazitoon.gameeducationbox-ef8fd507-e6d2-4c93-84a6-644647ba6bb0_128x128.png,آشنایی با سازها موسیقی و نواختن آهنگ های محبو.ب,۱.۰,۲۸ شهریور ۱۴۰۳,۱۰،۰۰۰+,4.9,۹,۱۱۰ مگابایت,بازی‌های انتخاب بازار,کودک,بازیتون بازی های دیجیتون,0,۰ تومان,,,support@bazitoon.com,114969468,com.bazitoon.gameeducationbox
دنیای شیرین اعداد - آموزش کودک,https://cafebazaar.ir/app/com.bazitoon.kidnumbers,https://s.cafebazaar.ir/images/icons/com.bazitoon.kidnumbers-7dec1b44-d85c-4136-bad8-619bda898f63_128x128.png,آموزش اعداد همراه با بازی های جذاب و متنوع برای کودکان دبستانی و قبل دبستان,۱,۲۲ مرداد ۱۴۰۳,۵،۰۰۰+,4.2,۱۹,۷۴ مگابایت,بازی‌های انتخاب بازار,کودک,بازیتون بازی های دیجیتون,0,۰ تومان,,,support@bazitoon.com,77262919,com.bazitoon.kidnumbers
هوشمک (آموزش /زبان انگلیسی /چندنفره),https://cafebazaar.ir/app/com.Zibasaz2.Bahosha2,https://s.cafebazaar.ir/images/icons/com.Zibasaz2.Bahosha2-df93ed0b-64d5-432e-bbeb-2f45559e1d3d_128x128.png,🛑مجموعه بازی آموزش زبان برای گروه کودک و نوجوان🛑یادگیری راحت و ساده🛑 بازی هدفمند🛑 چند نفره,۲.۱.۶,۱۲ مهر ۱۴۰۳,۲،۰۰۰+,4.2,۵,۱۵۷ مگابایت,بازی‌های انتخاب بازار,کودک,زیباساز,0,۰ تومان,,,sidrezan@gmail.com,164813757,com.Zibasaz2.Bahosha2
بازی و ریاضی,https://cafebazaar.ir/app/me.syncrex.math.game,https://s.cafebazaar.ir/images/icons/me.syncrex.math.game-2d77d68e-78cf-470d-bc98-96c43a80302a_128x128.png,آموزش سرگرم‌کننده ریاضی برای کودکان,۱.۲,۳ شهریور ۱۴۰۳,۲،۰۰۰+,3.5,۲۱,۱۱ مگابایت,بازی‌های انتخاب بازار,کودک,میثم امیدی,0,۰ تومان,,,dev@syncrex.me,11056857,me.syncrex.math.game
شهر قصه های صوتی,https://cafebazaar.ir/app/com.farad.entertainment.kids_story,https://s.cafebazaar.ir/images/icons/com.farad.entertainment.kids_story-b2c44be6-e301-4aa6-9fe2-c2be87d36ea0_128x128.png,اکتشاف دنیای کودکان با قصه‌های آموزنده!,۱.۲,۱۴ شهریور ۱۴۰۳,۱۰،۰۰۰+,4.3,۱۰۰,۳۳ مگابایت,بازی‌های انتخاب بازار,کودک,جعفر مزارعی,0,۰ تومان,,,faradteam.tech@gmail.com,34642830,com.farad.entertainment.kids_story
فیلی آتش نشان | آموزش مشاغل,https://cafebazaar.ir/app/com.farad.entertainment.kids_elphy,https://s.cafebazaar.ir/images/icons/com.farad.entertainment.kids_elphy-1d5e8f54-ac10-455f-9caa-dac217d44aa3_128x128.png,آموزش مشاغل و ورزش های مختلف برای کودکان,۱.۴,۱ اردیبهشت ۱۴۰۳,۱۰،۰۰۰+,4.2,۴۸,۷۵ مگابایت,برنامه‌های انتخاب بازار,کودک,جعفر مزارعی,0,۰ تومان,,,faradteam.tech@gmail.com,78710759,com.farad.entertainment.kids_elphy
کاکولیلی (فارسی بازی),https://cafebazaar.ir/app/com.Rasta.Words,https://s.cafebazaar.ir/images/icons/com.Rasta.Words-9440ac61-febc-4e23-a633-d41c1e203906_128x128.png,کاکولیلی - کلمه بازی کتاب فارسی کلاس اول، دوم و سوم ابتدایی,۲.۳,۲۷ خرداد ۱۴۰۳,۱۰،۰۰۰+,4.6,۸۶,۳۸ مگابایت,بازی‌های انتخاب بازار,کودک,رستا استودیو,0,۰ تومان,,,rastastudio2@gmail.com,39732834,com.Rasta.Words
الوار,https://cafebazaar.ir/app/com.zibapasandan.alvar,https://s.cafebazaar.ir/images/icons/com.zibapasandan.alvar-2b08fc4f-3f1c-4803-8591-c0fc7fe90c30_128x128.png,🥳 بساز، بالا برو، برنده شو 🤩,۱.۰.۳,۳ دی ۱۴۰۳,۵،۰۰۰+,3.1,۴۶,۷ مگابایت,بازی‌های انتخاب بازار,کودک,زیباپسندان,0,۰ تومان,,,zibapasandan@gmail.com,7632427,com.zibapasandan.alvar
لیمو ترش,https://cafebazaar.ir/app/com.zibapasandan.limootorsh,https://s.cafebazaar.ir/images/icons/com.zibapasandan.limootorsh-4bf7d815-6440-4c89-88f0-d756c5f03aef_128x128.png,یه بازی ترش و لیمویی!,۱.۰.۳,۳ دی ۱۴۰۳,۵،۰۰۰+,4,۱۴,۱۰ مگابایت,بازی‌های انتخاب بازار,کودک,زیباپسندان,0,۰ تومان,,,zibapasandan@gmail.com,10280212,com.zibapasandan.limootorsh
سرزمین کودکان,https://cafebazaar.ir/app/com.babyland,https://s.cafebazaar.ir/images/icons/com.babyland-5325a678-59af-43e7-a13b-2763b7bc4336_128x128.png,آموزش کلمات انگلیسی به کودکان,۱.۳,۱۱ آبان ۱۴۰۲,۵،۰۰۰+,3.7,۲۱,۴۰ مگابایت,برنامه‌های انتخاب بازار,کودک,مهدی نصیری پور,0,۰ تومان,,,mehdinasiripoor1370@gmail.com,41763628,com.babyland
